date,open,high,low,close,volume,rsi_7,macd,bollinger
2022-07-11,145.669998,146.639999,143.779999,144.869995,63141600,60.97486486959038,0.06541447485744811,138.33449945
2022-07-12,145.759995,148.449997,145.050003,145.860001,77588800,63.61891489697302,0.36528630340083623,138.77099925
2022-07-13,142.990005,146.449997,142.119995,145.490005,71185600,61.793449177536296,0.5665504619074682,139.45149925
2022-07-14,144.080002,148.949997,143.25,148.470001,78140700,69.90710874841926,0.95550011929123,140.23699955
2022-07-15,149.779999,150.860001,148.199997,150.169998,76259900,73.63366723475752,1.3849561628905462,140.9739998
2022-07-18,150.740005,151.570007,146.699997,147.070007,81420900,58.27970583099924,1.4583488675579588,141.82450025
2022-07-19,147.919998,151.229996,146.910004,151.0,82982400,68.11363646690369,1.8127346291343258,142.79650035
2022-07-20,151.119995,153.720001,150.369995,153.039993,64823400,72.09671447256812,2.2324638311769434,143.65500025
2022-07-21,154.5,155.570007,151.940002,155.350006,65086600,76.04916946326858,2.7201448546442464,144.65500025
2022-07-22,155.389999,156.279999,153.410004,154.089996,66675400,69.76091489430806,2.9707187065955623,145.44599985
2022-07-25,154.009995,155.039993,152.279999,152.949997,53623900,64.16096910596374,3.04224281616888,146.01049949999998
2022-07-26,152.259995,153.089996,150.800003,151.600006,55138700,57.75566921390043,2.955919200408175,146.50749960000002
2022-07-27,152.580002,157.330002,152.160004,156.789993,78620700,70.82101524762277,3.2686171060041147,147.47499914999997
2022-07-28,156.979996,157.639999,154.410004,157.350006,81378700,71.91450130504572,3.5210325465022834,148.38099964999998
2022-07-29,161.240005,163.630005,159.5,162.509995,101786900,79.9796475697522,4.090291258613377,149.67049935
2022-08-01,161.009995,163.589996,160.889999,161.509995,67829400,75.10337919288634,4.4099065885168045,150.79949945
2022-08-02,160.100006,162.410004,159.630005,160.009995,59907000,67.86273026161527,4.490403994127547,151.7219993
2022-08-03,160.839996,166.589996,160.75,166.130005,82507500,77.97169618921923,4.990504992892369,152.88249965
2022-08-04,166.009995,167.190002,164.429993,165.809998,55474100,76.50366881554851,5.299922539014148,153.85549925
2022-08-05,163.210007,165.850006,163.0,165.350006,56697000,74.16204849077127,5.445251197211974,154.7709999
2022-08-08,166.369995,167.809998,164.199997,164.869995,60276900,71.49780078436306,5.4587670610739565,155.7709999
2022-08-09,164.020004,165.820007,163.25,164.919998,63135500,71.6217006711467,5.411137084771241,156.72399975000002
2022-08-10,167.679993,169.339996,166.899994,169.240005,70170500,80.26756474825531,5.656770714907026,157.91149975
2022-08-11,170.059998,170.990005,168.190002,168.490005,57149200,75.60225594310481,5.724925032364922,158.91249995
