date,open,high,low,close,volume,rsi_7
2017-11-07,43.477501,43.8125,43.400002,43.702499,97446000,84.71364003650832
2017-11-08,43.665001,44.060001,43.5825,44.060001,97638000,86.37352924459026
2017-11-09,43.7775,44.025002,43.285,43.970001,117930400,83.70401565496711
2017-11-10,43.7775,43.845001,43.567501,43.6675,100582000,74.65611261720868
2017-11-13,43.375,43.625,43.349998,43.4925,67928400,69.579860086229
2017-11-14,43.259998,43.369999,42.794998,42.834999,99130000,53.6035478220272
2017-11-15,42.4925,42.580002,42.095001,42.27,116632400,43.573303207016906
2017-11-16,42.794998,42.967499,42.575001,42.775002,94550000,52.78589733523359
2017-11-17,42.759998,42.8475,42.41,42.537498,87598000,48.445996336200686
2017-11-20,42.572498,42.639999,42.389999,42.494999,65049600,47.628504486587076
2017-11-21,42.695,43.424999,42.695,43.285,100525200,61.659276380040694
2017-11-22,43.34,43.75,43.262501,43.740002,102355600,67.50839247260868
2017-11-24,43.775002,43.875,43.662498,43.7425,56106800,67.5401102607805
2017-11-27,43.762501,43.77,43.334999,43.522499,82867200,61.3832334011766
2017-11-28,43.575001,43.717499,42.965,43.267502,105715200,54.64692948239251
2017-11-29,43.157501,43.23,41.790001,42.369999,166665600,37.671185242864915
2017-11-30,42.607498,43.035,42.110001,42.962502,166108800,49.704686609880234
2017-12-01,42.487499,42.9175,42.125,42.762501,159037200,46.192609494302445
2017-12-04,43.119999,43.154999,42.407501,42.450001,130169600,40.92170585285546
2017-12-05,42.264999,42.880001,42.099998,42.41,109400800,40.23606653515431
2017-12-06,41.875,42.549999,41.615002,42.252499,114240000,37.36055840345809
2017-12-07,42.2575,42.610001,42.227501,42.330002,102693200,39.829248122823905
2017-12-08,42.622501,42.75,42.205002,42.342499,93420800,40.27207108479621
2017-12-11,42.299999,43.2225,42.197498,43.1675,141095200,61.87936296146051
2017-12-12,43.037498,43.0975,42.865002,42.924999,77636800,55.049918023382155
2017-12-13,43.125,43.384998,43.0,43.067501,95273600,58.211812175537915
2017-12-14,43.099998,43.282501,42.912498,43.055,81906000,57.79572613194817
2017-12-15,43.407501,43.5425,43.115002,43.4925,160677200,67.3302316826242
2017-12-18,43.720001,44.299999,43.715,44.105,117684400,76.13588972142443
2017-12-19,43.7575,43.8475,43.522499,43.634998,109745600,61.335639397903726
2017-12-20,43.717499,43.855,43.3125,43.587502,93902400,59.96142127498523
2017-12-21,43.5425,44.005001,43.525002,43.752499,83799600,63.294458834573824
2017-12-22,43.669998,43.855,43.625,43.752499,65397600,63.294458834573824
2017-12-26,42.700001,42.8675,42.419998,42.642502,132742000,35.916720566832126
2017-12-27,42.525002,42.695,42.427502,42.650002,85992800,36.13448379755277
2017-12-28,42.75,42.962502,42.619999,42.77,65920800,39.94388398150116
2017-12-29,42.630001,42.647499,42.305,42.307499,103999600,31.496259354445712
2018-01-02,42.540001,43.075001,42.314999,43.064999,102223600,51.21203185725104
2018-01-03,43.1325,43.637501,42.990002,43.057499,118071600,51.04234214171079
2018-01-04,43.134998,43.3675,43.02,43.2575,89738400,55.61756576791155
2018-01-05,43.360001,43.842499,43.262501,43.75,94640000,65.0113356097041
2018-01-08,43.587502,43.9025,43.482498,43.587502,82271200,60.11365451764419
2018-01-09,43.637501,43.764999,43.352501,43.5825,86336000,59.951457219564915
2018-01-10,43.290001,43.575001,43.25,43.572498,95839600,59.576453922098636
2018-01-11,43.647499,43.872501,43.622501,43.82,74670800,65.75964000738833
2018-01-12,44.044998,44.34,43.912498,44.272499,101672400,74.18276634151164
2018-01-16,44.474998,44.8475,44.035,44.047501,118263600,64.91849514163789
2018-01-17,44.037498,44.8125,43.767502,44.775002,137547200,76.15282024246211
2018-01-18,44.842499,45.025002,44.5625,44.814999,124773600,76.6327925704934
2018-01-19,44.6525,44.895,44.352501,44.615002,129700400,68.58044809646091
2018-01-22,44.325001,44.445,44.150002,44.25,108434400,56.04209235558274
2018-01-23,44.325001,44.860001,44.205002,44.259998,130756400,56.29742829123019
2018-01-24,44.3125,44.325001,43.299999,43.555,204420400,38.09400393593053
2018-01-25,43.627499,43.737499,42.6325,42.7775,166116000,26.901989926310833
2018-01-26,43.0,43.0,42.514999,42.877499,156572000,29.988468385898756
2018-01-29,42.540001,42.540001,41.767502,41.990002,202561600,20.865962609284836
2018-01-30,41.3825,41.842499,41.174999,41.7425,184192800,18.98677683490432
2018-01-31,41.717499,42.110001,41.625,41.857498,129915600,22.75767656424901
2018-02-01,41.7925,42.154999,41.689999,41.945,188923200,25.82270526483707
2018-02-02,41.5,41.700001,40.025002,40.125,346375200,13.155411355215975
2018-02-05,39.775002,40.970001,39.0,39.122501,290954000,10.00228881413183
2018-02-06,38.7075,40.93,38.5,40.7575,272975200,38.19069896743123
2018-02-07,40.772499,40.849998,39.767502,39.884998,206434400,31.958741078588503
2018-02-08,40.072498,40.25,38.7575,38.787498,217562000,25.784191197327857
2018-02-09,39.267502,39.4725,37.560001,39.102501,282690400,30.293850025569768
2018-02-12,39.625,40.9725,39.377499,40.677502,243278000,48.53561894929039
2018-02-13,40.487499,41.1875,40.412498,41.084999,130196800,52.30330343167579
2018-02-14,40.759998,41.884998,40.720001,41.842499,162579600,58.83856910354547
2018-02-15,42.447498,43.272499,42.25,43.247501,204588800,68.2517404312523
2018-02-16,43.09,43.705002,42.942501,43.107498,160704400,66.48419294661932
2018-02-20,43.012501,43.564999,42.855,42.962502,135722000,64.46694213248477
2018-02-21,43.2075,43.529999,42.752499,42.767502,149886400,61.53735961234984
2018-02-22,42.950001,43.487499,42.927502,43.125,123967600,64.94464727695424
2018-02-23,43.4175,43.912498,43.384998,43.875,135249600,71.19106881667896
2018-02-26,44.087502,44.8475,44.052502,44.7425,152648800,76.77549364541666
2018-02-27,44.775002,45.119999,44.540001,44.5975,155712400,73.97905440617964
2018-02-28,44.814999,45.154999,44.512501,44.529999,151128400,72.54398413544689
2018-03-01,44.634998,44.945,43.165001,43.75,195208000,57.50549060276361
2018-03-02,43.200001,44.075001,43.112499,44.052502,153816000,61.14950804084093
2018-03-05,43.802502,44.435001,43.630001,44.205002,113605600,63.01487017839981
2018-03-06,44.477501,44.5625,44.032501,44.1675,95154000,62.15862252972945
2018-03-07,43.735001,43.962502,43.567501,43.7575,126814000,52.976991173288006
2018-03-08,43.869999,44.279999,43.767502,44.235001,95096400,60.83712974075327
2018-03-09,44.490002,45.0,44.3475,44.994999,128740800,70.11352810882978
2018-03-12,45.072498,45.5975,45.052502,45.43,128828400,74.1951341022655
2018-03-13,45.647499,45.875,44.810001,44.9925,126774000,63.94768340784772
2018-03-14,45.080002,45.130001,44.452499,44.610001,117473600,56.05134921333158
2018-03-15,44.625,45.060001,44.517502,44.662498,90975200,56.90345618493658
2018-03-16,44.662498,44.779999,44.404999,44.505001,157618800,53.28722438752685
2018-03-19,44.330002,44.3675,43.415001,43.825001,133787200,40.365705217050056
2018-03-20,43.810001,44.200001,43.735001,43.810001,78597600,40.115365150958546
2018-03-21,43.759998,43.772499,42.814999,42.817501,148219600,27.127988073511048
2018-03-22,42.5,43.169998,42.150002,42.212502,165963200,22.0509641054109
2018-03-23,42.0975,42.48,41.235001,41.235001,164115200,16.30050978586155
2018-03-26,42.017502,43.275002,41.610001,43.192501,150164800,47.98898102760696
2018-03-27,43.419998,43.787498,41.73,42.084999,163690400,38.394225307293404
2018-03-28,41.8125,42.505001,41.297501,41.619999,166674000,34.969418861909006
2018-03-29,41.952499,42.9375,41.724998,41.945,153594000,39.378757845583976
2018-04-02,41.66,42.235001,41.1175,41.669998,150347200,36.90829791028536
2018-04-03,41.91,42.1875,41.220001,42.0975,121112000,43.353519090161946
2018-04-04,41.220001,43.002499,41.192501,42.9025,138422000,53.73623701002905
2018-04-05,43.145,43.557499,43.02,43.200001,107732800,57.124569014046486
2018-04-06,42.7425,43.119999,42.049999,42.095001,140021200,43.36259086023385
2018-04-09,42.470001,43.272499,42.462502,42.512501,116070800,48.799738185253084
2018-04-10,43.25,43.5,42.8825,43.3125,113634400,57.846293510970234
